filename,filesize,encoding,header
model_1.h5,90000000,,
model_2.h5,90000000,,
model_3.h5,90000000,,
model_4.h5,90000000,,
model_5.h5,90000000,,
model_6.h5,90000000,,
model_7.h5,60884872,,
